collapsed,cov_trace,effective_dim,env,excess_amp_1,excess_amp_5,final_loss,final_pred_loss,final_reg_loss,gt_state_amp_1,gt_state_amp_5,lambda_reg,latent_dim,linear_probe_r2,open_loop_mse_1,open_loop_mse_5,perturb_amp_1,perturb_amp_5,probe_state_amp_1,probe_state_amp_5,protocol,rank_1pct,regularizer,run_dir,seed,sigreg_projections,steps
1.0,4.424080017581861e-09,1.9572362776738535e-05,pointmass,0.3046764285429651,0.18488044966821224,0.8024726510047913,0.001431404147297144,8.010412216186523,0.9906962513923645,0.9768641591072083,0.1,8,-0.7697125353217722,0.0005712295533157885,0.0006151992129161954,0.05190528184175491,9.426479664398357e-06,0.2994247742011977,0.18051217854683121,hstep-tf,0.0,moment,smoke_runs/pointmass__moment__hstep-tf__seed0,0,4,3
0.0,0.033935978757366064,3.717721788875434,stable-linear,0.06733389478002771,0.00017745439615811918,0.02007698081433773,0.0037595133762806654,0.16317467391490936,0.7916284203529358,0.3635333180427551,0.1,16,0.9893231954727355,0.0049073584377765656,0.0031902440823614597,0.05239366739988327,1.5160636394284666e-05,0.05400871577557536,5.850056684923442e-05,bptt,7.0,sigreg,smoke_runs/stable-linear__sigreg__bptt__seed0__r2,0,8,5
